瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),乞闭 浅加(m/s),弥措 鉴埃 浅加 浅氢(deg)
828,崔己,2023-01-01,.1,-7.6,9.1,0,8.1,1.4,19.7
828,崔己,2023-01-02,.8,-2.2,5.2,0,8.6,2.6,8.3
828,崔己,2023-01-03,0,-4.5,6,0,8.6,2.3,0
828,崔己,2023-01-04,.2,-5.5,7.6,0,6.6,1.9,14
828,崔己,2023-01-05,-.3,-6.9,7.6,0,4.1,1,340.6
828,崔己,2023-01-06,1.4,-4.5,9.9,0,4.8,1.2,354.6
828,崔己,2023-01-07,2.6,-2.2,9.5,0,12,1.9,304
828,崔己,2023-01-08,.9,-6.3,10.5,0,4,.9,304
828,崔己,2023-01-09,3,-4.5,12,0,6.2,1.1,0
828,崔己,2023-01-10,3.3,-4.3,11.5,0,4.6,1.2,188.6
828,崔己,2023-01-11,2.7,-4.5,13.9,0,3.1,.6,0
828,崔己,2023-01-12,5.8,-4.1,15.4,0,5.3,1.1,168.8
828,崔己,2023-01-13,10.7,7.1,15.9,17.5,4.9,1.1,0
828,崔己,2023-01-14,9.8,7.5,12,2.5,4.7,1.3,298.2
828,崔己,2023-01-15,4.4,.2,7.7,1,8.7,2.1,19.7
828,崔己,2023-01-16,.1,-2.2,4.4,0,9.7,3.8,5.5
828,崔己,2023-01-17,-.1,-3.8,4.2,0,9.7,3.2,2.7
828,崔己,2023-01-18,.4,-3.8,5.8,0,5.3,1.3,0
828,崔己,2023-01-19,-.4,-6.2,7,0,4.2,.9,154.8
828,崔己,2023-01-20,.6,-3.7,7,0,13.4,2.7,346.2
828,崔己,2023-01-21,-1.7,-5.9,4.5,0,6.1,1.8,11.1
828,崔己,2023-01-22,.1,-4.8,4.5,0,4.7,1.5,326.5
828,崔己,2023-01-23,3.5,-4.7,10.4,0,10.2,2.1,354.6
828,崔己,2023-01-24,-6.7,-11,2.4,0,16.7,5.1,326.5
828,崔己,2023-01-25,-7.7,-12.9,-1.1,0,7.9,2.4,2.7
828,崔己,2023-01-26,-3.5,-11.9,3.5,0,6.2,1.6,8.3
828,崔己,2023-01-27,-2.3,-6.7,1.6,0,16.5,3.6,349
828,崔己,2023-01-28,-4.1,-8.6,2,0,9.6,1.8,354.6
828,崔己,2023-01-29,-.5,-9.6,7.5,0,7.5,1.5,180
828,崔己,2023-01-30,.4,-4.8,6.9,0,10,2.1,0
828,崔己,2023-01-31,2,-8.2,10.9,0,7.6,2.1,177.3
828,崔己,2023-02-01,4.8,-1.2,15.4,0,11.7,2.7,357.5
828,崔己,2023-02-02,1.8,-1.6,6.9,0,7.1,2.3,340.6
828,崔己,2023-02-03,3.1,-.6,9.4,0,5.7,1.9,349
828,崔己,2023-02-04,1.5,-3.1,7.8,0,9.1,2.5,11.1
828,崔己,2023-02-05,.9,-7.3,10.6,0,3.7,1.1,8.3
828,崔己,2023-02-06,3,-6.2,12.8,0,4.3,1,332.1
828,崔己,2023-02-07,5.1,-2.9,14.5,0,4.8,1.4,8.3
828,崔己,2023-02-08,4.4,-3.3,12.6,0,8.9,1.9,33.7
828,崔己,2023-02-09,4.9,-2,11.5,.5,10.1,1.7,135.1
828,崔己,2023-02-10,4.4,1.1,10,12,9.3,2.5,0
828,崔己,2023-02-11,3.1,-1.7,10.8,0,5,1.1,177.3
828,崔己,2023-02-12,3.4,-1.6,8.2,1,5.2,1.1,304
828,崔己,2023-02-13,6.6,3.4,9.6,.5,6.8,2.1,19.7
828,崔己,2023-02-14,5.4,.7,10.6,0,7.1,1.5,19.7
828,崔己,2023-02-15,4.1,1.9,7.2,0,5.7,1.5,19.7
828,崔己,2023-02-16,4.5,.4,10.6,0,6.6,1.2,157.6
828,崔己,2023-02-17,4.5,-1,8,0,3.3,.9,287.1
828,崔己,2023-02-18,6.6,4.5,8.5,0,3.6,.7,349
828,崔己,2023-02-19,7.8,2.5,13.2,0,11.9,2.6,11.1
828,崔己,2023-02-20,2.7,-2.7,10.1,0,14.5,3.2,312.3
828,崔己,2023-02-21,.2,-4.6,7.7,0,7.9,1.9,0
828,崔己,2023-02-22,3.4,-5.8,11.9,0,5.9,1.2,166
828,崔己,2023-02-23,7.7,1.6,12.9,0,6.9,1.9,0
828,崔己,2023-02-24,7.1,.7,13.1,0,11.9,2.9,0
828,崔己,2023-02-25,3.5,-2.2,9.1,0,9.5,2.8,2.7
828,崔己,2023-02-26,3,-3.9,12.3,0,6.4,1.6,0
828,崔己,2023-02-27,6.1,-5.3,16.3,0,6.4,1.4,188.6
828,崔己,2023-02-28,7.8,-2.6,17.7,0,10.7,2.5,188.6
828,崔己,2023-03-01,8.4,3.9,15.2,0,12.4,2,0
828,崔己,2023-03-02,4.5,.2,10.2,0,8.6,2.8,25.2
828,崔己,2023-03-03,5.6,-2.1,15.3,0,4.8,1.4,332.1
828,崔己,2023-03-04,7.7,.7,16.2,0,6.4,1.6,309.6
828,崔己,2023-03-05,8.3,-.4,16.8,0,6.9,1.3,199.8
828,崔己,2023-03-06,9.1,.3,19.3,0,7.4,1.2,90
828,崔己,2023-03-07,12.4,1.8,22.9,0,12.5,2.5,177.3
828,崔己,2023-03-08,13.8,6.1,21.7,0,10,2.9,157.6
828,崔己,2023-03-09,16.2,8.7,24.3,0,7.7,2.6,177.3
828,崔己,2023-03-10,14.3,3.2,23.9,0,7.9,2.1,188.6
828,崔己,2023-03-11,15.8,5.4,24.5,0,9.1,2.2,177.3
828,崔己,2023-03-12,10.6,2.3,18.9,16.5,11.6,3,270.2
828,崔己,2023-03-13,5.1,-2,12.4,0,10.3,2.1,323.7
828,崔己,2023-03-14,9.3,.5,17.7,0,10.7,3.1,188.6
828,崔己,2023-03-15,14,6,21.7,0,16,3.3,168.8
828,崔己,2023-03-16,10.7,5.9,15.7,0,12.8,3.1,8.3
828,崔己,2023-03-17,10.3,6.6,14.8,0,8.1,1.8,354.6
828,崔己,2023-03-18,11.8,6.9,18.7,0,7.6,1.8,19.7
828,崔己,2023-03-19,10.9,4.6,19.2,0,5.6,1.5,0
828,崔己,2023-03-20,11.4,1,19.7,0,8.1,1.9,157.6
828,崔己,2023-03-21,15,8.1,23.6,0,7.7,1.5,202.6
828,崔己,2023-03-22,15.8,7.9,22.3,1.5,5.2,1.2,177.3
828,崔己,2023-03-23,15.7,13.6,17.7,19,6.9,1.5,0
828,崔己,2023-03-24,12.7,9.7,14.8,0,4,.8,309.6
828,崔己,2023-03-25,10.8,8.4,13.9,0,5.1,1.2,19.7
828,崔己,2023-03-26,11.6,5.9,18.3,0,6.1,1.3,0
828,崔己,2023-03-27,10.1,4.6,16.9,0,7,2.1,2.7
828,崔己,2023-03-28,10.9,1,19,0,7.3,1.4,146.3
828,崔己,2023-03-29,13,3.6,21.7,0,6.2,1.2,199.8
828,崔己,2023-03-30,14.5,4.2,24.2,0,5.7,1.2,157.6
828,崔己,2023-03-31,15.9,4.6,26.1,0,8,1.6,225.1
828,崔己,2023-04-01,15.7,5.4,25,0,7.1,1.4,25.2
828,崔己,2023-04-02,15.3,10.2,22.2,0,10.3,2.7,50.5
828,崔己,2023-04-03,15.2,8.7,24.1,0,7,1.7,349
828,崔己,2023-04-04,14.2,6.9,22.2,2,10.4,1.7,202.6
828,崔己,2023-04-05,15.7,14.1,17,9.5,12.5,4.5,177.3
828,崔己,2023-04-06,14.1,9.9,21,4,7.2,2,247.6
828,崔己,2023-04-07,12.5,8.3,20.2,3.5,13.4,2.5,0
828,崔己,2023-04-08,10.1,.8,17.3,0,15.5,2.8,332.1
828,崔己,2023-04-09,11.3,.6,21.1,0,8.2,1.9,188.6
828,崔己,2023-04-10,13.3,2.8,21.8,0,9.5,3,157.6
828,崔己,2023-04-11,17.4,11.9,23.4,0,15.2,4.2,188.6
828,崔己,2023-04-12,14.6,7.2,21.6,0,9.4,2.9,0
828,崔己,2023-04-13,14.7,2.4,24.5,0,8.9,2.1,199.8
828,崔己,2023-04-14,15.1,10.2,19.8,.5,6.4,1.4,202.6
828,崔己,2023-04-15,13.6,7.2,18.7,.5,11.9,1.7,14
828,崔己,2023-04-16,11.8,6,20.5,0,7.7,1.5,318
828,崔己,2023-04-17,13.5,3.3,21.8,0,9.9,2.2,168.8
828,崔己,2023-04-18,17.4,12.8,22.1,1,9.5,2.6,177.3
828,崔己,2023-04-19,18.3,14.8,21.9,0,7.8,2.1,180
828,崔己,2023-04-20,22.1,16.4,28.9,0,6.7,1.4,323.7
828,崔己,2023-04-21,19,13,24.2,0,7.8,2.2,33.7
828,崔己,2023-04-22,15.3,10.9,21.1,0,9.2,2,42.2
828,崔己,2023-04-23,14.5,8.5,19.4,0,6.1,1.6,337.7
828,崔己,2023-04-24,12.8,7.1,17.4,0,5.7,1.2,154.8
828,崔己,2023-04-25,,,,.5,,,
828,崔己,2023-04-26,12.8,5.7,21.3,0,9.6,2,0
828,崔己,2023-04-27,14.2,4.6,22.8,0,8.3,2.2,168.8
828,崔己,2023-04-28,16.9,6.9,24.7,0,11.8,3,199.8
828,崔己,2023-04-29,16.5,9.4,22.1,6,7.3,2,180
828,崔己,2023-04-30,15.9,6.9,24.3,0,10.5,2,290
828,崔己,2023-05-01,15.7,7.8,23.5,0,9.8,2,349
828,崔己,2023-05-02,16,5.2,25.1,0,7.4,1.7,177.3
828,崔己,2023-05-03,17.2,9.6,23.6,0,9.5,2.5,233.6
828,崔己,2023-05-04,18,16,21.4,0,10.2,3.2,233.6
828,崔己,2023-05-05,19.2,16.7,20.8,87,9.5,3.5,222.3
828,崔己,2023-05-06,16.2,13.5,21.2,29,7.5,2.3,157.6
828,崔己,2023-05-07,12.1,10.5,13.8,3,8.2,2.7,0
828,崔己,2023-05-08,14.2,7.5,22.5,0,6.2,1.6,332.1
828,崔己,2023-05-09,17,6.2,26.8,0,7.5,1,0
828,崔己,2023-05-10,18.4,8.6,27.6,0,6.4,1.2,177.3
828,崔己,2023-05-11,18.4,9.9,27,0,7.3,1.3,157.6
828,崔己,2023-05-12,18.1,9.3,25.6,0,7,1.8,188.6
828,崔己,2023-05-13,18.1,13.9,22.6,0,8,2.3,191.3
828,崔己,2023-05-14,18.8,11,27.4,0,5.5,1,222.3
828,崔己,2023-05-15,20,11.3,28.1,0,7.2,1.7,211.1
828,崔己,2023-05-16,23.1,14.3,32,0,6.6,2.1,180
828,崔己,2023-05-17,23,15.4,29.8,0,10.1,3.2,180
828,崔己,2023-05-18,18.5,16.6,20.5,7,5.6,1.2,202.6
828,崔己,2023-05-19,18.6,14.5,23.5,0,6.8,2.1,0
828,崔己,2023-05-20,20.3,12.9,27.8,0,8.1,1.4,191.3
828,崔己,2023-05-21,21.8,14.5,30.2,0,8.7,1.2,5.5
828,崔己,2023-05-22,17.5,12.7,20.6,0,5.6,1.2,8.3
828,崔己,2023-05-23,19.1,12.1,26.9,0,8.7,1.9,188.6
828,崔己,2023-05-24,19.4,11.2,26.8,0,6.5,1.1,202.6
828,崔己,2023-05-25,20.9,15.5,27.7,0,9.4,2.1,188.6
828,崔己,2023-05-26,20.8,16,25.9,0,7.8,2,177.3
828,崔己,2023-05-27,22.4,19,26.8,0,10.8,2.5,199.8
828,崔己,2023-05-28,21.8,19.5,23.2,3,7.6,2.8,191.3
828,崔己,2023-05-29,21.1,19.3,23,77.5,6.7,1.7,199.8
828,崔己,2023-05-30,21.4,18.2,25.9,0,5.6,1.3,25.2
828,崔己,2023-05-31,21.4,15.5,28.4,0,5.2,1.3,354.6
828,崔己,2023-06-01,17.3,13.7,21.2,2.5,5.7,1,191.3
828,崔己,2023-06-02,23.6,17.5,30.3,.5,10.6,2.2,33.7
828,崔己,2023-06-03,22.6,15.8,29.7,0,9.2,2,2.7
828,崔己,2023-06-04,22,14,30.3,0,6.4,1.1,337.7
828,崔己,2023-06-05,21.6,16,27.2,0,4.6,.8,290
828,崔己,2023-06-06,22.5,16.3,29.3,0,7.3,1.2,168.8
828,崔己,2023-06-07,22.8,16,28.4,0,6,1.4,199.8
828,崔己,2023-06-08,23.1,18.8,28.6,0,9.6,3.1,177.3
828,崔己,2023-06-09,24.5,18.1,31.4,0,6.9,2.1,157.6
828,崔己,2023-06-10,24.3,18.9,30.5,0,10.8,2.9,188.6
828,崔己,2023-06-11,24.7,21,30,0,10.5,2.2,180
828,崔己,2023-06-12,23.8,18.5,31.1,38.5,10.2,1.4,180
828,崔己,2023-06-13,22.5,18.1,29.6,0,10,1.3,188.6
828,崔己,2023-06-14,21.9,17.6,29.2,8,7.6,1.5,191.3
828,崔己,2023-06-15,21.4,17.1,28.2,0,4.6,1.1,301.2
828,崔己,2023-06-16,24.3,17.8,32,0,3.6,.8,199.8
828,崔己,2023-06-17,25.5,18.3,33.4,0,7.5,.9,199.8
828,崔己,2023-06-18,26,20.3,33.4,0,4.8,.8,357.5
828,崔己,2023-06-19,25.4,19.2,32.6,0,4.1,1.1,98.5
828,崔己,2023-06-20,23.6,18.3,29.1,0,5.9,1,199.8
828,崔己,2023-06-21,21.7,19.9,23.5,8,6.4,1.4,180
828,崔己,2023-06-22,23.9,20.4,29.2,0,3.1,.7,315.2
828,崔己,2023-06-23,24.7,19.8,31.9,0,10.1,1.9,199.8
828,崔己,2023-06-24,24.6,19.1,31.5,0,8.1,1.2,213.8
828,崔己,2023-06-25,23,19.7,29,3,7.2,1.6,199.8
828,崔己,2023-06-26,24.3,21,27.5,44,8.1,2.5,177.3
828,崔己,2023-06-27,27.1,23.3,32.7,28.5,12.7,2.9,199.8
828,崔己,2023-06-28,23.4,19.7,28.6,24,8.1,2.6,213.8
828,崔己,2023-06-29,25.2,23.7,27.7,31,8.4,3,180
828,崔己,2023-06-30,24.6,23.5,26.5,31.5,7.1,2.1,188.6
828,崔己,2023-07-01,26.2,22.9,31.8,0,5,1.4,191.3
828,崔己,2023-07-02,26.9,23,33.2,0,5.8,1.3,222.3
828,崔己,2023-07-03,26.5,22.1,32.2,0,4.9,.9,213.8
828,崔己,2023-07-04,24.6,23.5,27.8,7,6.9,2.1,191.3
828,崔己,2023-07-05,27,22.3,32.2,15.5,11.5,2.1,304
828,崔己,2023-07-06,26.4,21.1,32.3,0,8,1.9,168.8
828,崔己,2023-07-07,21.9,19.5,25.2,40.5,6.3,1.3,337.7
828,崔己,2023-07-08,23.3,19.6,26.1,0,4.6,1.2,180
828,崔己,2023-07-09,26.5,23.4,29.7,0,9,2.4,180
828,崔己,2023-07-10,27.6,25.2,31.2,0,8.3,3.2,199.8
828,崔己,2023-07-11,25,22.2,30,60,16.3,2.2,202.6
828,崔己,2023-07-12,26.5,23.6,29.9,.5,8.3,3,157.6
828,崔己,2023-07-13,26.3,25.2,27.6,3,6.8,2.6,166
828,崔己,2023-07-14,25.6,24.6,26.7,37,9.6,4.1,180
828,崔己,2023-07-15,26.7,23,29.4,28.5,10.9,3.5,180
828,崔己,2023-07-16,24.3,22.9,26.8,11,6.7,2.2,199.8
828,崔己,2023-07-17,25.8,23.1,31.3,28,10.7,2.4,177.3
828,崔己,2023-07-18,23.8,22.5,25.3,89.5,6.7,.8,315.2
828,崔己,2023-07-19,26.3,22.7,31.3,0,6.6,1.4,188.6
828,崔己,2023-07-20,27.3,23.2,33.1,0,5.6,1.1,180
828,崔己,2023-07-21,26.7,22.4,32.5,0,6,.8,180
828,崔己,2023-07-22,24.8,20.6,28,0,6.5,1.6,211.1
828,崔己,2023-07-23,26.6,24.7,29.7,9.5,11.4,3.4,202.6
828,崔己,2023-07-24,25.4,24.5,28.8,26.5,8.3,2,213.8
828,崔己,2023-07-25,26.6,24.2,31.1,6.5,9.7,2,233.6
828,崔己,2023-07-26,26.7,23.5,32.5,0,11.4,1.4,22.5
828,崔己,2023-07-27,27.4,22.9,33.3,0,4.1,1.1,202.6
828,崔己,2023-07-28,28.3,23.8,34.8,0,4.9,.8,211.1
828,崔己,2023-07-29,28.7,23.8,35.5,0,4.1,.7,177.3
828,崔己,2023-07-30,28.6,23.7,34,0,6.8,1.3,188.6
828,崔己,2023-07-31,28.7,23,35.2,0,4,.9,33.7
828,崔己,2023-08-01,29,24.6,34.7,0,4.7,.9,225.1
828,崔己,2023-08-02,28.5,22.6,35.6,0,3.8,.5,188.6
828,崔己,2023-08-03,29.8,24.5,36.6,0,6.7,1,177.3
828,崔己,2023-08-04,29.1,24.5,34.9,0,4.5,.7,177.3
828,崔己,2023-08-05,30.6,24.3,37.7,0,5.9,1.1,337.7
828,崔己,2023-08-06,29.9,25.4,35.9,0,5.4,.8,199.8
828,崔己,2023-08-07,30.1,25.7,36.3,0,6.8,1.5,2.7
828,崔己,2023-08-08,29.9,25.9,34.7,0,7.3,1.6,135.1
828,崔己,2023-08-09,26.3,24.6,28.5,36.5,9.3,2.8,349
828,崔己,2023-08-10,24,22.1,26,125.5,15.8,4.1,0
828,崔己,2023-08-11,26.6,22.9,31.7,0,9.7,3.4,191.3
828,崔己,2023-08-12,27.2,23.1,32.9,0,5.4,1.2,346.2
828,崔己,2023-08-13,27.1,22.4,32.8,0,3.1,.7,8.3
828,崔己,2023-08-14,27.9,24.4,33.5,0,5.7,1,0
828,崔己,2023-08-15,28,22.9,33.7,0,7.6,1.6,191.3
828,崔己,2023-08-16,28.1,24.9,32.8,0,7.1,1.3,168.8
828,崔己,2023-08-17,26.6,23.9,30.8,3.5,5.5,1.1,0
828,崔己,2023-08-18,26.5,23.7,30.3,0,4.8,1.1,326.5
828,崔己,2023-08-19,27.2,24.2,31.9,0,4.6,.4,177.3
828,崔己,2023-08-20,28.6,25.1,33.6,0,6.4,1.1,157.6
828,崔己,2023-08-21,28.5,25,33.2,0,7.5,1.8,191.3
828,崔己,2023-08-22,28.2,24.8,33.2,0,10.3,2.6,188.6
828,崔己,2023-08-23,28.5,24.4,33.4,9.5,8.6,2.4,154.8
828,崔己,2023-08-24,26,24.1,30.3,90,9.4,1.7,202.6
828,崔己,2023-08-25,26.7,23.4,32.8,2,5.1,1.3,177.3
828,崔己,2023-08-26,26.2,21.9,32.5,0,4.7,1.4,337.7
828,崔己,2023-08-27,25.5,21.6,32.9,13,5.4,1.1,157.6
828,崔己,2023-08-28,25.9,22.7,28.9,.5,5.1,1,188.6
828,崔己,2023-08-29,25.8,24.9,27.4,26.5,7.6,2.6,199.8
828,崔己,2023-08-30,24.9,22.1,27,94,7.5,1.9,177.3
828,崔己,2023-08-31,24.3,20.9,29.2,44,5.4,1.2,301.2
828,崔己,2023-09-01,25.4,22.5,30.7,0,5.5,1.5,8.3
828,崔己,2023-09-02,24.2,20.3,30.4,2.5,7.6,1.4,202.6
828,崔己,2023-09-03,25.6,23,32.2,30.5,6.6,1,143.5
828,崔己,2023-09-04,26.6,23.1,32.2,0,5,.8,8.3
828,崔己,2023-09-05,26.3,22.1,32.1,0,8.5,1.8,18.1
828,崔己,2023-09-06,25.5,21.3,31.7,0,6.2,1.7,326.5
828,崔己,2023-09-07,24.2,19,30.5,0,8.1,1.8,19.7
828,崔己,2023-09-08,23.2,19,29.9,0,5.9,1.6,0
828,崔己,2023-09-09,22.8,17.2,30.7,0,5.5,1,323.7
828,崔己,2023-09-10,23.5,18.4,30.6,0,3.4,.8,315.2
828,崔己,2023-09-11,25.5,20.6,31.7,0,4.8,1.1,199.8
828,崔己,2023-09-12,25.3,22.4,29.6,0,3.9,.7,166
828,崔己,2023-09-13,24.6,22.2,28.1,5,4.5,.7,323.7
828,崔己,2023-09-14,22.9,21.8,25,9.5,4.3,.9,326.5
828,崔己,2023-09-15,22.8,21.7,24.3,10,5.1,1,0
828,崔己,2023-09-16,23.3,22.7,24.6,24.5,4.4,.5,309.6
828,崔己,2023-09-17,24.8,22.7,28.3,8,6,1.4,188.6
828,崔己,2023-09-18,25.8,22.3,31.6,0,5.7,1.2,191.3
828,崔己,2023-09-19,24.7,20.9,30,0,4.6,1.1,30.8
828,崔己,2023-09-20,22.1,20.5,24.4,59,6,.6,0
828,崔己,2023-09-21,19.9,18.2,21.5,8,8,1.7,0
828,崔己,2023-09-22,20.9,17.7,26.9,0,4.5,1,337.7
828,崔己,2023-09-23,20.4,16.6,26.3,0,6,1.5,19.7
828,崔己,2023-09-24,21.3,17.4,26.4,0,9.3,2.2,39.4
828,崔己,2023-09-25,21.9,18.9,27.5,.5,6.2,1.6,8.3
828,崔己,2023-09-26,21,20.2,22.1,13.5,2.7,.8,315.2
828,崔己,2023-09-27,23.4,21,28.1,0,4.5,.9,354.6
828,崔己,2023-09-28,23.3,18.4,29.2,0,5.7,1.2,349
828,崔己,2023-09-29,21.2,16.6,27.6,0,4.6,1.2,323.7
828,崔己,2023-09-30,19.1,15.8,25,4.5,8.7,1.1,11.1
828,崔己,2023-10-01,18.5,12.2,25.2,0,9.1,1.6,2.7
828,崔己,2023-10-02,16.6,11,25,0,6.8,1.3,19.7
828,崔己,2023-10-03,15.9,12.6,19.5,.5,4.7,1.4,290
828,崔己,2023-10-04,18,13.3,24.4,0,6.3,1.1,25.2
828,崔己,2023-10-05,17,12.5,21.7,0,10.6,2.7,0
828,崔己,2023-10-06,16.6,12,23.1,0,4.4,1.3,33.7
828,崔己,2023-10-07,17.7,12.7,22.2,0,4.8,1.3,67.5
828,崔己,2023-10-08,18.2,16.1,22.9,0,6.6,1.7,354.6
828,崔己,2023-10-09,18.4,15.7,23.9,0,5.9,1.5,323.7
828,崔己,2023-10-10,17.7,13.1,23.8,0,7.1,1.6,19.7
828,崔己,2023-10-11,17.1,12,24.4,0,6.3,1.7,334.8
828,崔己,2023-10-12,16.2,10.4,24.2,0,6.8,1.4,326.5
828,崔己,2023-10-13,17.3,12.4,23.8,0,3.8,.9,326.5
828,崔己,2023-10-14,17,12.6,24.2,0,6.5,1,168.8
828,崔己,2023-10-15,15.3,9.8,23.6,0,8.3,1.2,337.7
828,崔己,2023-10-16,14.9,9.1,22.6,0,6,1.1,0
828,崔己,2023-10-17,14.1,8,22.5,0,6.8,1.6,357.5
828,崔己,2023-10-18,14.3,5.7,23.8,0,6.5,.9,177.3
828,崔己,2023-10-19,16.5,10.3,22.8,1.5,6,1.4,143.5
828,崔己,2023-10-20,14.2,10.9,18.7,4,12.8,2.6,354.6
828,崔己,2023-10-21,11.8,6,19.7,0,7.3,1.7,0
828,崔己,2023-10-22,11.2,4.3,19.2,0,3.7,.7,2.7
828,崔己,2023-10-23,13,6.5,21.8,0,4.7,.6,39.4
828,崔己,2023-10-24,13.8,8.4,21.8,0,3.2,.6,157.6
828,崔己,2023-10-25,14.6,8.8,23.6,0,3.7,.6,0
828,崔己,2023-10-26,15.3,10,23.2,0,6,.7,349
828,崔己,2023-10-27,14.7,10.1,21.2,0,8.8,1.4,0
828,崔己,2023-10-28,13.4,8.1,21.1,0,4.3,.6,323.7
828,崔己,2023-10-29,13.8,9,20.9,0,2.9,.8,320.8
828,崔己,2023-10-30,13.6,8.8,22.6,0,3.7,.4,8.3
828,崔己,2023-10-31,13.7,7.9,24.6,0,2.8,.4,168.8
828,崔己,2023-11-01,16.2,7.3,24,0,8,2.1,157.6
828,崔己,2023-11-02,18.7,12.1,27,0,5.9,1.4,177.3
828,崔己,2023-11-03,19,11.6,26,0,7.5,1.9,166
828,崔己,2023-11-04,18.9,13.6,25.6,2,5.2,1.1,199.8
828,崔己,2023-11-05,19.4,16,23.7,4,8.2,1.6,157.6
828,崔己,2023-11-06,17.7,11.6,21.2,8,12.7,3.2,168.8
828,崔己,2023-11-07,12,7.6,16.9,0,12.6,2.8,270.2
828,崔己,2023-11-08,10,4.2,18.2,0,4.4,1.3,318
828,崔己,2023-11-09,14.3,6,20.8,0,5.3,1.3,199.8
828,崔己,2023-11-10,10.5,5.2,16,14.5,11.4,3.3,337.7
828,崔己,2023-11-11,6.5,2.8,11.9,0,6.6,2.4,349
828,崔己,2023-11-12,5.4,2.4,10.2,0,10,3.3,2.7
828,崔己,2023-11-13,5.2,.7,11.2,0,9.3,2.3,8.3
828,崔己,2023-11-14,6.6,-.8,13.4,0,6.1,1.9,349
828,崔己,2023-11-15,6.4,.5,15.1,0,6.3,1,8.3
828,崔己,2023-11-16,5.8,1.9,10.5,9.5,4.6,.7,199.8
828,崔己,2023-11-17,6.1,1.4,11.7,0,8.3,1.4,304
828,崔己,2023-11-18,3.8,-1.2,10,.5,12.4,3,354.6
828,崔己,2023-11-19,7.2,-.9,15,0,8.5,1.5,304
828,崔己,2023-11-20,7.7,1.5,15.4,0,5.8,1.4,19.7
828,崔己,2023-11-21,6,-1.2,16.2,0,4.1,.6,157.6
828,崔己,2023-11-22,8.7,.4,18.5,0,6.7,.9,168.8
828,崔己,2023-11-23,14.7,9.1,21.4,0,9.2,2.2,315.2
828,崔己,2023-11-24,4.9,.4,10.6,0,11.1,3.9,332.1
828,崔己,2023-11-25,1.3,-2.8,7.6,0,7.2,2,351.7
828,崔己,2023-11-26,5.6,-2.7,11.1,0,7.9,1.5,354.6
828,崔己,2023-11-27,7.8,3.8,14.5,0,5.3,1,211.1
828,崔己,2023-11-28,4.8,-.7,11,0,10.3,1.5,318
828,崔己,2023-11-29,4,-1.7,8.2,0,8.9,1.4,354.6
828,崔己,2023-11-30,1,-1.3,4.7,0,9.6,3.3,8.3
828,崔己,2023-12-01,1.7,-3,7.4,0,8.4,2.2,304
828,崔己,2023-12-02,3.3,-5.5,9.7,0,6.1,1.3,177.3
828,崔己,2023-12-03,4.3,-1.5,11,0,5.1,1.3,0
828,崔己,2023-12-04,3.4,-3.9,12.4,0,4.2,.6,168.8
828,崔己,2023-12-05,5.3,.1,14.2,0,4.3,1.2,332.1
828,崔己,2023-12-06,5.6,-2.7,13,1.5,7.7,1.2,188.6
828,崔己,2023-12-07,7.2,1.6,13.3,0,9.7,1.6,354.6
828,崔己,2023-12-08,10.2,-.4,18.8,0,13.9,2.5,177.3
828,崔己,2023-12-09,12.1,6.7,19.2,0,6.1,1.6,202.6
828,崔己,2023-12-10,10.8,3.9,18.3,0,3.1,.8,18.1
828,崔己,2023-12-11,11.8,8.9,13.2,36.5,7.1,1.4,337.7
828,崔己,2023-12-12,9.8,8.5,12.1,0,8.8,2.4,22.5
828,崔己,2023-12-13,7.9,2.3,14.3,0,3.7,1,343.3
828,崔己,2023-12-14,8.5,6.1,9.6,25,3.3,.7,354.6
828,崔己,2023-12-15,9.9,8.3,11.9,21.5,6.5,1.2,354.6
828,崔己,2023-12-16,3.2,-2.4,8.4,0,14.5,2.8,309.6
828,崔己,2023-12-17,-4.1,-6.5,-.3,0,9.9,4.2,19.7
828,崔己,2023-12-18,-2.2,-6.3,1.5,0,8.1,2.8,349
828,崔己,2023-12-19,.8,-2.2,4.8,0,5.9,1.8,346.2
828,崔己,2023-12-20,-1.4,-5.8,1.9,0,9.6,3.1,25.2
828,崔己,2023-12-21,-5.6,-8.4,-1.3,0,10.4,2.7,0
828,崔己,2023-12-22,-5.5,-9,-1.4,0,9.2,3.1,39.4
828,崔己,2023-12-23,-3.1,-7.6,2.9,0,8.5,1.8,14
828,崔己,2023-12-24,-1.1,-4.8,5.1,0,5.7,1.2,2.7
828,崔己,2023-12-25,-.5,-5.4,6.5,0,5.3,1,290
828,崔己,2023-12-26,.4,-6.6,9.8,0,3.6,.8,177.3
828,崔己,2023-12-27,3.4,-1.3,10.8,0,4.2,.8,301.2
828,崔己,2023-12-28,3.2,-3.5,11.2,0,6.7,1.2,25.2
828,崔己,2023-12-29,3.1,-1.9,9.8,0,5.2,1.6,8.3
828,崔己,2023-12-30,2.6,-3.8,8.2,0,4.2,1.1,11.1
828,崔己,2023-12-31,5.1,1.4,10.3,.5,13.5,1.9,0
828,崔己,2024-01-01,4.1,-2.2,10.8,0,4.1,1,8.3
828,崔己,2024-01-02,6,2.4,10.8,0,4.8,1.2,0
