瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),乞闭 浅加(m/s),弥措 鉴埃 浅加 浅氢(deg)
991,苛器,2024-08-09,29.6,23.9,36.3,0,4.7,1.1,57.4
991,苛器,2024-08-10,30,24.9,36.6,0,5.3,1.2,189
991,苛器,2024-08-11,30.3,26.1,36.5,0,3.9,1,68.7
991,苛器,2024-08-12,29.9,24.1,37.5,0,7,1.7,74.6
991,苛器,2024-08-13,28.5,22.8,35.5,0,6.7,1.9,80.2
991,苛器,2024-08-14,28.1,21.2,34.8,0,6.9,2.2,46.7
991,苛器,2024-08-15,29.1,23.8,35.9,0,8.8,2.1,76.5
991,苛器,2024-08-16,28.8,23.6,35.6,0,8.5,1.9,83.4
991,苛器,2024-08-17,28.7,23.4,35.3,0,8.3,1.4,70.7
991,苛器,2024-08-18,29.2,23.4,35.4,0,7.5,1.5,45.1
991,苛器,2024-08-19,29.4,24.3,34.7,0,5.3,1.5,35.1
991,苛器,2024-08-20,28.8,25.3,33.5,7,8.6,1.6,204.4
991,苛器,2024-08-21,29.1,25.9,31.9,3,11,2.5,183.8
991,苛器,2024-08-22,29.6,25.7,34,1,15.4,3.1,200.6
991,苛器,2024-08-23,28.9,23.4,35,0,4.9,1.5,231.4
991,苛器,2024-08-24,29.3,23.7,36,0,5,1.3,283.5
991,苛器,2024-08-25,29.3,23.6,36.3,0,6.5,1.3,271.8
991,苛器,2024-08-26,29,24.7,36.2,0,5.2,1.4,202.2
991,苛器,2024-08-27,26.8,24.4,31.6,0,10.5,2.6,81.8
991,苛器,2024-08-28,26.9,23.7,31.1,0,10.4,3,96.9
991,苛器,2024-08-29,28,24.4,33.5,1,11.7,2.9,46
991,苛器,2024-08-30,29.4,25,35,0,9.7,2.9,316.9
991,苛器,2024-08-31,27.5,21,34.8,0,7.6,1.8,62.7
991,苛器,2024-09-01,28.3,22.1,34.1,0,6.2,1.3,219.9
991,苛器,2024-09-02,27.3,22.1,34.2,0,8.3,1.9,49.7
991,苛器,2024-09-03,25.9,21.3,30.9,0,8,3.1,62.2
991,苛器,2024-09-04,26.1,19.4,33.4,0,5.5,1.3,42
991,苛器,2024-09-05,28,20,35.3,0,6.2,1.6,234.5
991,苛器,2024-09-06,25.6,23.4,29.4,32.5,4.7,1.4,80.7
991,苛器,2024-09-07,25.4,23,30.6,13,5.3,1.2,336.2
991,苛器,2024-09-08,27.9,24.6,34.3,0,6.8,1.6,63.8
991,苛器,2024-09-09,28.3,24.5,33.8,0,7,2.4,70.2
991,苛器,2024-09-10,28.6,23,35.2,0,5.5,1.3,178.7
991,苛器,2024-09-11,28.1,25.4,31.8,0,5.1,1.3,225.5
991,苛器,2024-09-12,28.3,25.4,33.9,.5,4.6,1.2,279.5
991,苛器,2024-09-13,29.6,25.5,35.4,0,5.8,1.2,249.5
991,苛器,2024-09-14,29.3,24.7,36.2,0,4.4,1.3,240.7
991,苛器,2024-09-15,27.8,24.8,31.2,0,11,3.6,70.5
991,苛器,2024-09-16,27.1,25.5,29.6,0,10.6,3,47.5
991,苛器,2024-09-17,30.2,24.8,36.4,0,3.4,.9,40.8
991,苛器,2024-09-18,29.7,25.1,36.4,0,6.8,1.5,254.8
991,苛器,2024-09-19,28.6,23.8,35.2,0,3.2,1,40.1
991,苛器,2024-09-20,26.2,25.2,27.6,30.5,8.1,1.3,247.6
991,苛器,2024-09-21,22.1,20.6,27.2,76.5,11.3,3,37.5
991,苛器,2024-09-22,22.4,20.4,25.2,0,10.7,2.7,64.5
991,苛器,2024-09-23,20,13.9,25,0,8.4,2.9,101.8
991,苛器,2024-09-24,19.9,12.9,26.8,0,8.3,2,67
991,苛器,2024-09-25,22.1,16.2,28.9,0,3.8,1.1,297.4
991,苛器,2024-09-26,23.2,17.6,30.4,0,3.4,1,226.6
991,苛器,2024-09-27,24.3,19.9,30.7,0,8.5,1.7,48.1
991,苛器,2024-09-28,22.5,19.6,27.2,0,8.6,2.1,95.4
991,苛器,2024-09-29,21.4,16.7,26.5,0,9.3,2.4,89.2
991,苛器,2024-09-30,20.3,13.5,28.6,0,5.5,1.1,268.8
991,苛器,2024-10-01,20,14.6,26.9,0,12.1,1.8,308.2
991,苛器,2024-10-02,16.2,10.6,21.2,0,10.1,2.4,311.5
991,苛器,2024-10-03,15.9,11.8,20.2,5,11.3,2.8,321.7
991,苛器,2024-10-04,17.2,11.9,24.3,0,5,1.5,65.1
991,苛器,2024-10-05,16.6,9.7,24.9,0,6.7,1.5,103
991,苛器,2024-10-06,17.3,12.7,22.3,2.5,4.6,1.1,297.8
991,苛器,2024-10-07,16.9,15,19.4,1.5,4.1,.9,39.8
991,苛器,2024-10-08,18,12.7,24.9,1,10.2,1.6,69.5
991,苛器,2024-10-09,17.3,12.3,23.6,0,8.5,2.3,79.5
991,苛器,2024-10-10,16.6,10.9,24.4,0,4.5,1.3,46.4
991,苛器,2024-10-11,17.1,10.3,25.7,0,3.5,.9,62.2
991,苛器,2024-10-12,16.9,10.3,25.9,0,4.4,1,330
991,苛器,2024-10-13,17.7,9,25.1,0,7.3,1.5,82.9
991,苛器,2024-10-14,18.1,14.7,21.6,17.5,3.4,.8,228.6
991,苛器,2024-10-15,18.5,16.8,20.5,5.5,3,.7,278.9
991,苛器,2024-10-16,19,15.6,25.6,0,6,1.3,52
991,苛器,2024-10-17,19,14.1,24.4,0,6.8,1.6,47.8
991,苛器,2024-10-18,20.3,16.5,24.1,11,4.9,1.4,262.3
991,苛器,2024-10-19,18.6,13.6,26.1,12,13.7,3.8,99.5
991,苛器,2024-10-20,14,12.3,16.1,0,12.7,3.1,57.6
991,苛器,2024-10-21,14.2,9.6,17.7,6.5,3.4,.9,43.6
991,苛器,2024-10-22,16.7,14.6,18.4,23,4.5,.9,294.1
991,苛器,2024-10-23,15.9,10,20.9,.5,10.2,2.7,318.2
991,苛器,2024-10-24,12.6,6.1,20.3,0,5.9,1.4,344.5
991,苛器,2024-10-25,14.5,7.3,21.5,0,8.3,2.2,42.1
991,苛器,2024-10-26,15.9,10.1,23.5,0,9.7,2.1,48.6
991,苛器,2024-10-27,14,9.8,17.7,2,3.9,1,75.2
991,苛器,2024-10-28,14.8,11.1,18.2,0,11.2,2.3,45.2
991,苛器,2024-10-29,14.3,10.4,20.3,0,6,1.6,39
991,苛器,2024-10-30,13.6,8.6,22.2,0,6.1,1.2,346.8
991,苛器,2024-10-31,13.9,8.6,22.1,0,3.9,.8,294.9
991,苛器,2024-11-01,13.6,11,14.7,15.5,10,1.2,40.8
991,苛器,2024-11-02,15.9,11.9,22.7,19.5,8.1,1.9,315.8
991,苛器,2024-11-03,13.9,9.6,21.4,.5,3.1,.8,233.8
991,苛器,2024-11-04,14.5,9.7,22,0,7.4,1.3,332.8
991,苛器,2024-11-05,12,6.9,18.3,0,6.6,1.6,343.6
991,苛器,2024-11-06,8.6,2.1,15,0,8,2,291.6
991,苛器,2024-11-07,8.4,.2,18.6,0,3,.9,50.9
991,苛器,2024-11-08,10.9,3.7,19.4,0,3.2,.9,42.6
991,苛器,2024-11-09,13,6.6,19.9,0,6.6,1.6,67.3
991,苛器,2024-11-10,12.1,8.4,16.5,0,2.5,.6,241.3
991,苛器,2024-11-11,12.8,8,21.4,0,6.4,1.1,45.1
991,苛器,2024-11-12,12.6,6.5,22.5,0,5.8,1.1,32.2
991,苛器,2024-11-13,12.7,4.7,21.1,0,6.7,1.3,73.3
991,苛器,2024-11-14,12.3,6.5,17.7,0,3.3,.8,36.9
991,苛器,2024-11-15,13.5,10.5,17.4,.5,2.9,.7,67
991,苛器,2024-11-16,15,9.2,23.6,0,3.4,.9,47.9
991,苛器,2024-11-17,12.3,6.7,16.4,0,10,2.6,340.2
991,苛器,2024-11-18,4.2,-1.6,9.3,0,8.7,2,33.6
991,苛器,2024-11-19,5.8,-2.5,13.3,0,3.9,.9,37.9
991,苛器,2024-11-20,7.5,.7,15,0,6.9,1.2,315.4
991,苛器,2024-11-21,8,1.6,16.2,0,3.6,1.2,295.2
991,苛器,2024-11-22,8,.9,14.9,0,7.6,1.9,209
991,苛器,2024-11-23,6.4,-1,13.9,0,9.1,2.1,59.5
991,苛器,2024-11-24,7.2,2.7,15.2,0,3.1,1.1,80.3
991,苛器,2024-11-25,7.8,.1,15.9,.5,4,1,142.5
991,苛器,2024-11-26,9.1,4.6,13.8,18,14.8,3.1,269.8
991,苛器,2024-11-27,4.5,2.3,7.1,.5,12.6,3.6,266
991,苛器,2024-11-28,6,2.8,10.4,0,14.5,3.5,276.7
991,苛器,2024-11-29,5,1.1,8.2,0,7.6,1.9,294
991,苛器,2024-11-30,6.6,0,13.7,0,9.7,1.9,327.4
991,苛器,2024-12-01,7.8,1.3,15.3,0,6.1,1.5,161.2
991,苛器,2024-12-02,10.1,1.7,18.5,0,8.2,1.9,223.5
991,苛器,2024-12-03,5.4,-.8,11,0,10,2,311.9
991,苛器,2024-12-04,3.3,-2.5,10.1,0,8.7,1.7,312.8
991,苛器,2024-12-05,4.4,-1.1,10.6,0,10,1.7,283.5
991,苛器,2024-12-06,5.2,-.3,10.3,0,12.1,2.5,268.9
991,苛器,2024-12-07,1.6,-3.4,8,0,8.9,1.8,260.9
991,苛器,2024-12-08,1.7,-3.4,7.1,0,10.2,2.2,319.6
991,苛器,2024-12-09,2,-5.5,8.9,0,8.6,1.5,338.1
991,苛器,2024-12-10,3.1,-2.8,9.9,0,7.9,1.4,343.3
991,苛器,2024-12-11,3,-3.2,11.1,0,5,1.1,45.1
991,苛器,2024-12-12,1.9,-4.9,9.2,0,6.7,1.4,42.1
991,苛器,2024-12-13,2.2,-2.5,8.3,0,12.5,1.8,334.7
991,苛器,2024-12-14,.6,-5.1,6.2,0,7.1,1.9,314.6
991,苛器,2024-12-15,2.8,-4,7.4,0,8,2.1,313.6
991,苛器,2024-12-16,2.2,-4.3,9,0,4.9,1.4,116.1
991,苛器,2024-12-17,3.2,-2.6,8.4,0,8.6,2,331.2
991,苛器,2024-12-18,.2,-4,4.2,0,9.4,2.2,261.1
991,苛器,2024-12-19,-1.4,-7,6.7,0,4.1,1.3,51.3
991,苛器,2024-12-20,.4,-5.3,7.5,0,4.9,1.2,321.1
991,苛器,2024-12-21,1.9,-1.4,5.8,0,12.3,2.7,258.1
991,苛器,2024-12-22,-1.3,-5.8,3.6,0,9,2,343.9
991,苛器,2024-12-23,.2,-7,8.3,0,9.3,1.4,341
991,苛器,2024-12-24,-.1,-6.4,7.8,0,6,1.4,42
991,苛器,2024-12-25,1.6,-4.3,9.3,0,3.5,1.1,227.5
991,苛器,2024-12-26,2.7,-3.9,9.2,0,11.7,2.3,312.3
991,苛器,2024-12-27,-.4,-4.3,4.3,0,8.7,2.3,289.3
991,苛器,2024-12-28,-.7,-4.7,3.3,0,10.6,2.7,340.6
991,苛器,2024-12-29,.2,-6.3,8.4,0,4.8,1.3,345.7
991,苛器,2024-12-30,3.9,-4.1,11.6,0,8.8,1.9,263.2
991,苛器,2024-12-31,2.2,-5.3,7.2,0,12.9,2.6,323.1
991,苛器,2025-01-01,.3,-7.5,10.5,0,5,1.2,247.6
991,苛器,2025-01-02,1.5,-6.6,9.7,0,4.2,1.1,291.6
991,苛器,2025-01-03,.1,-4.1,4.5,0,11,2.3,312.5
991,苛器,2025-01-04,-.1,-5.9,7,0,7.3,1.6,309.9
991,苛器,2025-01-05,.8,-6.6,6.3,0,7.9,1.9,255
991,苛器,2025-01-06,1.2,-4.3,8.2,0,13,2.2,297.4
991,苛器,2025-01-07,.1,-4.1,4.5,0,11.8,2.5,293
991,苛器,2025-01-08,0,-4.3,6.1,0,10.8,2.5,274.3
991,苛器,2025-01-09,-5.9,-10.5,-1.4,0,12.7,3.8,270.7
991,苛器,2025-01-10,-6.4,-13.1,-.3,0,8.5,2.2,342.4
991,苛器,2025-01-11,-4,-11.2,3,0,5.2,1.3,30.7
991,苛器,2025-01-12,-3,-9.7,3.8,0,11.9,2.3,312.2
991,苛器,2025-01-13,-1.3,-9.4,7.7,0,9.6,1.3,322.7
991,苛器,2025-01-14,4.5,-4.5,12.7,0,8.5,2.6,326.6
991,苛器,2025-01-15,-1.2,-5.9,2.6,0,11.7,2.9,331.3
991,苛器,2025-01-16,-1.3,-8.8,6.8,0,10,2,309.9
991,苛器,2025-01-17,.7,-5,8.9,0,3.2,1.2,274.6
991,苛器,2025-01-18,.7,-8.5,10.8,0,2.9,1.1,260.2
991,苛器,2025-01-19,.6,-7.8,10.6,0,3.2,1,65.6
991,苛器,2025-01-20,1.3,-6.2,10.5,0,3.5,1,320.5
991,苛器,2025-01-21,1.1,-5.4,10,0,4.7,1.1,38.3
991,苛器,2025-01-22,2.2,-6,11.9,0,4.6,.9,189.9
991,苛器,2025-01-23,3.1,-3.8,11.4,0,4.5,1.1,71
991,苛器,2025-01-24,2.6,-6.2,12.2,0,8.2,1.5,70.6
991,苛器,2025-01-25,2.9,-4.6,9.4,0,8.9,2.2,94.4
991,苛器,2025-01-26,3.8,-1.8,8,0,7.5,1.9,42.8
991,苛器,2025-01-27,1.8,-2.5,6.2,2,12.5,2.5,268.1
991,苛器,2025-01-28,.2,-2.7,3.9,0,12.7,4,253.1
991,苛器,2025-01-29,-.6,-6.6,3.9,0,15.9,4.4,303.9
991,苛器,2025-01-30,-1.4,-8.3,6.8,0,6.4,1.3,115
991,苛器,2025-01-31,1.8,-6.3,8.3,0,6.4,1.3,185.5
991,苛器,2025-02-01,3.5,2.1,4.9,6.5,5.1,1.2,334.5
991,苛器,2025-02-02,2.8,-.8,9.2,0,4.7,1.1,63.8
991,苛器,2025-02-03,.1,-4,4,0,15.6,3.8,299.2
991,苛器,2025-02-04,-4.3,-6.9,-.2,0,12.9,3.5,277.3
991,苛器,2025-02-05,-5,-10,.9,0,9.7,2.2,281.5
991,苛器,2025-02-06,-3.3,-11.5,2.6,0,4.9,1.7,218.3
991,苛器,2025-02-07,-5,-11.2,.9,0,19.6,3.7,309.2
991,苛器,2025-02-08,-5.7,-12,-.3,0,8.2,1.9,347.2
991,苛器,2025-02-09,-4.1,-12.1,3.6,0,8.2,1.7,31.7
991,苛器,2025-02-10,-2.4,-10.4,5.2,0,9.7,1.7,305.5
991,苛器,2025-02-11,-.6,-9.3,9,0,3.8,1.3,44.8
991,苛器,2025-02-12,.5,-1.3,3.2,5.5,10.4,1.4,308.9
991,苛器,2025-02-13,1,-4,7.5,0,12.9,2.5,325.1
991,苛器,2025-02-14,1.5,-7.1,11.5,0,4.9,1.3,159.7
991,苛器,2025-02-15,1.7,-5,8.8,0,5.4,1.4,240.1
991,苛器,2025-02-16,4.7,-4.9,14.3,0,11.8,2,312.8
991,苛器,2025-02-17,2.7,-1.1,7.6,0,15.5,4.4,326.2
991,苛器,2025-02-18,-.8,-6.5,4.8,0,11.7,2.8,310.6
991,苛器,2025-02-19,-.4,-6.8,5.1,0,10.9,2.4,309.3
991,苛器,2025-02-20,-.8,-8.7,5.5,0,8.9,2.2,315.2
991,苛器,2025-02-21,-1.2,-5.7,4.7,0,10.1,2.3,326.6
991,苛器,2025-02-22,-.3,-6.2,5.9,0,10.5,2.2,297.2
991,苛器,2025-02-23,-1.3,-7.8,3.8,0,14.6,3.1,302.1
991,苛器,2025-02-24,-.2,-9,6.8,0,10,2,343
991,苛器,2025-02-25,2.4,-8.6,10.9,0,6.6,1.7,310.9
991,苛器,2025-02-26,4.1,-4.4,13.4,0,10.5,2.5,296.9
991,苛器,2025-02-27,5.9,-6,15.7,0,10.1,2.1,192
991,苛器,2025-02-28,9.9,3,19.1,0,6.1,1.4,88.4
991,苛器,2025-03-01,7.9,-.5,15.9,0,6,1.4,212.7
991,苛器,2025-03-02,9.9,6,15,6,16.9,3.8,57
991,苛器,2025-03-03,3.4,1,6.5,13,14.6,5.6,75.4
991,苛器,2025-03-04,2.6,1,4.4,6.5,12.3,3.3,69.7
991,苛器,2025-03-05,5.2,2.3,8.2,0,5.6,1.7,80.4
991,苛器,2025-03-06,5.4,1.9,10.6,0,7.9,1.5,339.3
991,苛器,2025-03-07,5.4,-2.6,11.6,0,6.3,1.3,156.6
991,苛器,2025-03-08,6.4,.5,12,0,9.5,1.3,223
991,苛器,2025-03-09,6.8,-1.8,15.1,0,4.7,1.2,216.6
991,苛器,2025-03-10,7.1,-1.5,14.5,0,5.7,1.5,224.7
991,苛器,2025-03-11,8.9,-1.8,19.3,0,4.6,1.4,39.6
991,苛器,2025-03-12,10.8,1.8,19.9,0,11.7,1.9,305.5
991,苛器,2025-03-13,11.2,4.8,18.3,0,10,2,338.4
991,苛器,2025-03-14,9.9,.7,18,0,11.5,3.8,62.8
991,苛器,2025-03-15,8.2,6.4,9.6,1,11.5,4.7,99.5
991,苛器,2025-03-16,5.4,0,9.4,1.5,16,3.2,292.6
991,苛器,2025-03-17,3.4,-3.2,10.2,0,10.6,2.2,316.7
991,苛器,2025-03-18,3.4,-1.4,6.4,0,12.6,3.8,284.3
991,苛器,2025-03-19,3.2,-4,10.6,0,9.1,2,342.7
991,苛器,2025-03-20,7.6,-4.8,17.9,0,9.9,2.6,260.8
991,苛器,2025-03-21,15.3,6.9,24.1,0,14.9,4,254.5
991,苛器,2025-03-22,16.4,8.2,26.8,0,12.7,3.5,299.6
991,苛器,2025-03-23,18,5.2,27.8,0,8.7,2.2,176
991,苛器,2025-03-24,19.2,13.6,25.6,0,13.9,3.8,262.4
991,苛器,2025-03-25,18.2,10.9,27.8,0,19,4,248.4
991,苛器,2025-03-26,16.4,3.4,26.1,0,14.5,3,204.6
991,苛器,2025-03-27,19.4,13.6,25.7,0,11.7,3.8,315.2
991,苛器,2025-03-28,9.9,7.4,13.9,.5,11.8,3,307.2
991,苛器,2025-03-29,5.9,-.5,12.6,0,13.9,3.3,268.3
991,苛器,2025-03-30,4.6,.6,10.7,0,10,2.8,314.4
991,苛器,2025-03-31,7,-2.3,14.5,0,8.4,1.7,317.3
991,苛器,2025-04-01,9.9,0,18.1,0,9,2.4,36.9
991,苛器,2025-04-02,9.6,.2,19.6,1.5,12.9,1.9,39.3
991,苛器,2025-04-03,9.8,1.3,16.6,0,7.5,2,54
991,苛器,2025-04-04,11.5,3.7,19.3,0,9,1.8,222.1
991,苛器,2025-04-05,11.7,8.2,15.7,0,13.2,3.2,229.7
991,苛器,2025-04-06,11.3,2.4,19.7,0,10,2.6,296.7
991,苛器,2025-04-07,14.5,.5,25.1,0,10.1,2,177.3
991,苛器,2025-04-08,18.2,12,25.8,0,13.5,3.7,254.5
991,苛器,2025-04-09,14.3,4.1,21.8,0,9.5,2.4,220.6
991,苛器,2025-04-10,15.4,8.8,22.1,0,8.4,2.4,262.8
991,苛器,2025-04-11,16.5,4.7,26.5,0,9.1,1.5,192
991,苛器,2025-04-12,14,8.1,21.8,10,9.4,1.8,209.3
991,苛器,2025-04-13,7.8,3,12.7,15.5,16.7,4.6,337.7
991,苛器,2025-04-14,6.6,3.3,12,3.5,11.5,2.2,296.1
991,苛器,2025-04-15,10.2,3,16.9,.5,10.4,2.5,331.1
991,苛器,2025-04-16,15.6,2.5,26.8,0,11.6,2.5,228.4
991,苛器,2025-04-17,19.2,14,23.1,0,13.2,4.4,225.5
991,苛器,2025-04-18,22.6,17.2,29.1,0,9.8,3.3,218.9
991,苛器,2025-04-19,21.1,16.7,25.9,0,14.5,4,161.1
991,苛器,2025-04-20,16.4,14.4,19.9,0,9.3,2.5,56.4
991,苛器,2025-04-21,19,13.7,25.7,0,7.3,1.8,230
991,苛器,2025-04-22,16.6,13.5,19.3,9,9,1.2,194.2
991,苛器,2025-04-23,17.1,13.8,21.3,1,7.6,2.5,40.2
991,苛器,2025-04-24,18.8,13.1,27.2,0,9.5,2.4,285.1
991,苛器,2025-04-25,14.1,7.2,21.2,0,10.6,2.8,311.7
991,苛器,2025-04-26,14.4,2.5,25.2,0,7.6,2,322.4
991,苛器,2025-04-27,17.4,5.7,27,0,7.6,1.7,205.9
991,苛器,2025-04-28,17.6,9.5,25.8,0,10.6,2.4,301.3
991,苛器,2025-04-29,15.5,5.7,23.6,0,8.7,2,188.3
991,苛器,2025-04-30,18.5,8.1,28.3,0,11.2,2.7,220.1
991,苛器,2025-05-01,16.1,11.1,23.6,40,13.4,3.3,187.6
991,苛器,2025-05-02,15.2,7,21.2,0,8.5,2.1,312.3
991,苛器,2025-05-03,10.5,7,14,14.5,7.1,1.2,339.5
991,苛器,2025-05-04,13.8,4.7,23,0,11.9,2.3,306.8
991,苛器,2025-05-05,12.4,4.6,20.7,2.5,5.1,1.2,143.4
991,苛器,2025-05-06,11.5,8.9,13.8,6,4.5,1.4,38.3
991,苛器,2025-05-07,15.3,9.3,22.2,0,8.5,1.6,225.5
991,苛器,2025-05-08,17.3,8.7,24.5,0,9.1,1.9,229.8
991,苛器,2025-05-09,14.1,12.1,16.2,15.5,5.7,1.2,262.2
991,苛器,2025-05-10,16.5,14.2,19.1,0,13.7,4.2,243.9
991,苛器,2025-05-11,15,11.1,20.8,0,6.2,1.9,234.3
991,苛器,2025-05-12,17.8,7.8,26.2,0,6.1,1.8,167.1
991,苛器,2025-05-13,19.6,9.6,27.4,0,7.1,1.8,261.1
991,苛器,2025-05-14,20.4,12.3,27.4,0,10.6,2.7,233.4
991,苛器,2025-05-15,21.4,18.2,25.3,0,9.4,3.2,220.7
991,苛器,2025-05-16,20.1,17.5,23.3,32.5,11.8,2.2,217.1
991,苛器,2025-05-17,22.3,17.1,28.2,.5,7,1.9,176
991,苛器,2025-05-18,18.4,12.6,23.9,0,9.4,2.3,306.8
991,苛器,2025-05-19,20.5,11.9,26.7,0,12.2,3.2,188.9
991,苛器,2025-05-20,24.9,18.6,31.9,0,10.8,3.2,202.4
991,苛器,2025-05-21,24.4,20.3,29.4,0,7.4,2.4,71
991,苛器,2025-05-22,18.9,15.9,22.9,0,10.5,3.8,46.1
991,苛器,2025-05-23,17.6,14.6,21.4,0,10.4,4.3,60.4
991,苛器,2025-05-24,14.2,12.2,16.3,2,12.5,3.6,87
991,苛器,2025-05-25,18,12,25.1,1,6.9,1.4,339.1
991,苛器,2025-05-26,20.1,12,26.9,0,8.7,1.9,214.6
991,苛器,2025-05-27,21.1,13.4,28.6,0,7.7,1.5,236.7
991,苛器,2025-05-28,20.3,13.7,29.1,.5,7.5,1.7,250.7
991,苛器,2025-05-29,19.8,13.1,28,0,7.3,1.4,309.4
991,苛器,2025-05-30,19.6,13.1,26.1,0,8.3,2.2,79.8
991,苛器,2025-05-31,19.7,10.7,27.8,0,6.4,1.4,34.9
992,窍后,2023-01-01,-1.5,-9.6,7.7,0,9.1,1.4,316.1
992,窍后,2023-01-02,-1.4,-6.8,4.5,0,8.4,2.1,328.3
992,窍后,2023-01-03,-3.2,-10,4.7,0,8.1,1.4,349.5
992,窍后,2023-01-04,-2.2,-9.8,7.3,0,11,1.3,297.2
992,窍后,2023-01-05,-2.4,-9.9,7.3,0,4.8,.7,333.8
992,窍后,2023-01-06,-.7,-7.1,9.4,0,3.9,.6,214.7
992,窍后,2023-01-07,.7,-4.8,7.7,0,10.2,1.8,36.3
992,窍后,2023-01-08,-1.1,-8.7,9.6,0,2.9,.5,46
992,窍后,2023-01-09,.5,-6.9,11.3,0,6.7,1,295.4
992,窍后,2023-01-10,.5,-7.5,11.4,0,5.5,.7,233
992,窍后,2023-01-11,.9,-7.1,12.6,0,3.8,.6,246.9
992,窍后,2023-01-12,3.6,-7.4,15.8,0,5.6,.8,240.3
992,窍后,2023-01-13,8.7,5.2,13.5,14,3.4,.8,212.1
992,窍后,2023-01-14,8.7,6,11.2,.5,8.9,1.8,118.4
992,窍后,2023-01-15,3.2,-.8,6.1,1,7.4,1.8,267
992,窍后,2023-01-16,-1.7,-6,3.3,0,7.1,2.3,30.1
992,窍后,2023-01-17,-2.9,-7.6,3.5,0,6.4,1.2,315.6
992,窍后,2023-01-18,-1.6,-6,5.4,0,6.3,1,296.6
992,窍后,2023-01-19,-2.3,-8.6,6.4,0,4.1,.6,231.7
992,窍后,2023-01-20,-2,-7.3,4.6,0,14.1,2.8,314.2
992,窍后,2023-01-21,-4.5,-10.9,3.8,0,5.5,1.1,40.2
992,窍后,2023-01-22,-2.1,-7.9,4.3,0,2.8,.4,182.3
992,窍后,2023-01-23,1.6,-6.8,9.4,0,9,1.7,347.6
992,窍后,2023-01-24,-8.4,-11.9,1.3,0,19.8,5.3,297.9
992,窍后,2023-01-25,-10,-16.4,-2.5,0,8.6,1.8,324.2
992,窍后,2023-01-26,-5.8,-14.6,1.8,0,4.9,1,348.7
992,窍后,2023-01-27,-4.5,-10,-.3,0,14.9,3.6,309.9
992,窍后,2023-01-28,-5.4,-12.7,1,0,12.7,2.4,343.3
992,窍后,2023-01-29,-1.9,-11.7,6.4,0,6.9,1.3,172.3
992,窍后,2023-01-30,-.1,-7.3,5.7,0,10.5,2.6,306.1
992,窍后,2023-01-31,-1.8,-10.8,10,0,6.5,.9,144.6
992,窍后,2023-02-01,2,-5.1,13,0,16.1,2.1,299.6
992,窍后,2023-02-02,-.9,-5.6,6.5,0,5.8,1.1,177
992,窍后,2023-02-03,0,-5.3,8,0,5.6,1.1,343.4
992,窍后,2023-02-04,-1.2,-8.2,7,0,10.5,1.6,293.9
992,窍后,2023-02-05,-1.2,-10.1,10.1,0,5,.8,52.8
992,窍后,2023-02-06,1.2,-8.8,12.7,0,4.5,.7,277.9
992,窍后,2023-02-07,2.6,-5.9,13.1,0,3.9,.9,314.7
992,窍后,2023-02-08,2,-6.4,11.9,0,10.1,1.3,311.5
992,窍后,2023-02-09,2.9,-7,9.9,.5,9.1,1.7,71.7
992,窍后,2023-02-10,2.8,-1.6,8.5,8,9,1.4,322.4
992,窍后,2023-02-11,1.4,-3.6,9.7,0,3.2,.6,8.5
992,窍后,2023-02-12,2.2,-3.9,7.9,0,3.6,.7,51.7
992,窍后,2023-02-13,5.8,3.3,8.9,.5,5.7,1.1,118.4
992,窍后,2023-02-14,4.1,-.7,9.9,0,11,2.1,119.6
992,窍后,2023-02-15,2.8,.2,5.3,0,7.7,1.9,130.7
992,窍后,2023-02-16,3,-2.1,10.2,0,8.3,1,198.4
992,窍后,2023-02-17,2.7,-2.9,7.3,0,2.8,.6,266.8
992,窍后,2023-02-18,6.1,3.9,7.8,0,2.4,.5,7.4
992,窍后,2023-02-19,6.3,1.1,10.9,.5,12.9,2.5,311.9
992,窍后,2023-02-20,.9,-5.3,7.7,0,14.4,2.7,302.5
992,窍后,2023-02-21,-1,-9.1,6.6,0,7.3,1.3,314.5
992,窍后,2023-02-22,1.8,-8.2,11.2,0,5,.7,249.1
992,窍后,2023-02-23,4.9,-.2,12.5,0,6.4,1.3,304.9
992,窍后,2023-02-24,4.6,-2.3,12.3,0,9.3,2.2,285.9
992,窍后,2023-02-25,1.5,-5.8,8.8,0,8.8,2.1,239
992,窍后,2023-02-26,.9,-8.5,11.6,0,5.4,.8,325.4
992,窍后,2023-02-27,3.5,-7.9,16.5,0,5.1,.8,212
992,窍后,2023-02-28,6.3,-5.7,18.2,0,8.2,1.4,214.8
992,窍后,2023-03-01,6.9,1.4,15.1,0,11.6,1.9,327.5
992,窍后,2023-03-02,3,-2.1,9.3,0,9.2,2.5,303.9
992,窍后,2023-03-03,3.9,-6.6,15.2,0,7.8,1.2,331.1
992,窍后,2023-03-04,7,-2.8,15.9,0,9.8,1.5,105.2
992,窍后,2023-03-05,6.5,-2.2,16.8,0,4.7,.7,240.7
992,窍后,2023-03-06,7.4,-2.3,19.1,0,5.6,.7,204
992,窍后,2023-03-07,10.4,-1.7,22.9,0,8.5,2,222.8
992,窍后,2023-03-08,11.3,2,21.5,0,9.5,1.8,184.6
